Código del producto,Código del fabricante,Descripción del producto,Column1,Stock,
,MSA 4055,Pilar recto D4.0xGH5xH5.5,Stock,0,
,MSA 4057,Pilar recto D4.0xGH5xH7,Stock,0,
,MSA 4524,Pilar recto D4.5xGH2xH4,Stock,0,
,MSA 4537,Pilar recto D4.5xGH3xH7,Stock,5,
,MSA 4554,Pilar recto D4.5xGH5xH4,Stock,4,
,MSA 4555,Pilar recto D4.5xGH5xH5.5,Stock,53,
,MSA 4557,Pilar recto D4.5xGH5xH5.7,Stock,1,
,,Analogos,Stock,0,
,M-FLA 35,Analogo ,Stock,0,
,S-SLA 4040,Analogo D4.0xH4,Stock,5,
,S-SLA 4055,Analogo D4.0xH5.5,Stock,9,
,S-SLA 4540,Analogo D4.5xH4,Stock,0,
,S-SLA 4555,Analogo D4.5xH5.5,Stock,0,
,MUT 402H,Calcinable ,Stock,27,
,,Transferencias,Stock,10,
,MTA 4015H,Transferencia D4.0xGH1xH5.5,Stock,6,
,MTA 4017H,Transferencia D4.0xGH1xH7,Stock,0,
,MTA 4025H,Transferencia D4.0xGH2xH5.5,Stock,4,
,MTA 4027H,Transferencia D4.0xGH2xH7,Stock,6,
,MTA 4034H,Transferencia D4.0xGH3xH4,Stock,2,
,MTA 4035H,Transferencia D4.0xGH3xH5.5,Stock,0,
,MTA 4037H,Transferencia D4.0xGH3xH7,Stock,11,
,MTA 4044H,Transferencia D4.0xGH4xH4,Stock,14,
,STA 404055H,Transferencia D4.0xGH4xH5.5,Stock,2,
,MTA 4047H,Transferencia D4.0xGH4xH7,Stock,7,
,MTA 4057H,Transferencia D4.0xGH5xH7,Stock,0,
,MTA 4514H,Transferencia D4.5xGH1xH4,Stock,5,
,MTA 4515H,Transferencia D4.5xGH1xH5.5,Stock,5,
,MTA 4515N,Transferencia D4.5xGH1xH5,Stock,1,
,MTA 4517N,Transferencia D4.5xGH1xH7,Stock,0,
,STA 452040H,Transferencia D4.5xGH2xH4,Stock,8,
,MTA 4525N,Transferencia D4.5xGH2xH5,Stock,15,
,MTA 4527N,Transferencia D4.5xGH2xH7,Stock,9,
,MTA 4534,Transferencia D4.5xGH3xH4,Stock,0,
,MTA 4535N,Transferencia D4.5xGH3xH5,Stock,0,
,MTA 4554N,Transferencia D4.5xGH5xH4,Stock,0,
,MTA 4557N,Transferencia D4.5xGH5xH7,Stock,6,
,,Tapas de cicatrización ,Stock,8,
,MHA 4013,Tapa de cicatrización D4.0xGH1xH3,Stock,8,
,MHA 4024,Tapa de cicatrización D4.0xGH2xH4,Stock,7,
,MHA 4025,Tapa de cicatrización D4.0xGH2xH5,Stock,9,
,SHA 403070,Tapa de cicatrización D4.0xGH3xH7,Stock,7,
,MHA 4513,Tapa de cicatrización D4.5xGH1xH3,Stock,6,
,MHA 4524,Tapa de cicatrización D4.5xGH2xH4,Stock,8,
,MHA 4525,Tapa de cicatrización D4.5xGH2xH5,Stock,5,
,M-ICP 4010H,Imp. Coping (Pick-up) Mini L15,Stock,8,
,M-ICP 4015H,Imp. Coping (Pick-up) Mini L10,Stock,8,
,,Kit para implantes,Stock,6,
,,Protesis de silicon ,Stock,6,
,A1-4040-30,Protesis para menton de silicon 40x15x4,Stock,5,
,AB-4470-30,Protesis para menton de silicon 44x16x7,Stock,6,
,AB-4460-30,Protesis para menton de silicon 44x16x6,Stock,2,
,AT45L-5121-30,Protesis malar de silicon 51x21x4.5,Stock,2,
,AT45S-46185-30,Protesis malar de silicon 46x18.5x4.5,Stock,2,
,AT55L-5121-30,Protesis malar de silicon 51x21x5.5,Stock,2,
,AT55S-46185-30,Protesis malar de silicon 46x18.5x5.5,Stock,2,
,AT65L-5121-30,Protesis malar de silicon 51x21x6.5,Stock,0,
,AT65S-46185-30,Protesis malar de silicon 46x18.5x6.5,Stock,30,
,B1-4250-30,Protesis para menton de silicon 42x15x5,Stock,20,
,C1-4370-30,Protesis para menton de silicon 43x15x7,Stock,19,
,E1-5895-30,Protesis para menton de silicon 58x15x9.5,Stock,5,
,F1-5380-30,Protesis para menton de silicon 53.5x14x8,Stock,5,
,HT4-3326-30,Protesis malar de silicon 33x26x4,Stock,29,
,HT5-3326-30,Protesis malar de silicon 33x26x5,Stock,0,
,HT6-3326-30,Protesis malar de silicon 33x26x6,Stock,7,
,,Materiales diversos ,Stock,10,
,,Kit de férula de Erich ,Stock,11,
,,Férula para arco de Erich (par),Stock,4,
,,Rollo de alambre para férula de Erich,Stock,1,
,,Gomas elásticas,Stock,1,
,,Férula nasal ,Stock,1,
,,Férula nasal Small,Stock,2,
,,Férula nasal medium,Stock,1,
,,Férula nasal large,Stock,2,
,,Férula de Doyle,Stock,1,
,ND0 80 2B,Merocel ,Stock,8,
,,Merocel con canula ,Stock,10,
,,Banda esteril,Stock,1,
,Bandage-S,Mentonera small,Stock,1,
,Bandage-M,Mentonera medium,Stock,8,
,Bandage-L,Mentonera large,Stock,1,
,,,Stock,1,
,,,Stock,1,
,,,Stock,1,
,,,Stock,1,
,,,Stock,1,
,,,Stock,0,
,,,Stock,10,
,,,Stock,19,
,,,Stock,30,
,,,Stock,6,
,,,Stock,18,
,,,Stock,10,
,,,Stock,18,
,,,Stock,#REF!,
,,,Stock,#REF!,
,,,Stock,#REF!,
,,,Stock,#REF!,
,,,Stock,0,
,,,Stock,0,
,,,Stock,0,
,,,Stock,0,
,,,Stock,4,
,,,Stock,0,
,,,Stock,0,
,,,Stock,0,
,,,Stock,0,
,,,Stock,1,
,,,Stock,2,
,,,Stock,2,
,,,Stock,2,
,,,Stock,2,
,,,Stock,1,
,,,Stock,2,
,,,Stock,1,
,,,Stock,2,
,,,Stock,2,
,,,Stock,1,
,,,Stock,1,
,,,Stock,1,
,,,Stock,2,
,,,Stock,2,
,,,Stock,1,
,,,Stock,0,
,,,Stock,0,
,,,Stock,503,
,,,Stock,341,
,,,Stock,43,
,,,Stock,0,
,,,Stock,39,
,,,Stock,75,
,,,Stock,38,
,,,Stock,160,
,,,Stock,282,
,,,Stock,0,
,,,Stock,0,
,,,Stock,15,
,,,Stock,0,
,,,Stock,13,
