Codigo,,Descripcion de productos,Ubicación,Cantidad,
317.02,122235109,Placa anterolateral distal de Tibia en titanio 9 orificios izq.,AP/SET-DLT-3,1,
317.03,122235111,Placa anterolateral distal de Tibia en titanio 11 orificios izq.,AP/SET-DLT-3,1,
317.04,122235113,Placa anterolateral distal de Tibia en titanio 13 orificios izq.,AP/SET-DLT-3,1,
317.05,122235115,Placa anterolateral distal de Tibia en titanio 15 orificios izq.,AP/SET-DLT-3,1,
,,Placa anterolateral distal de Tibia en titanio 17 orificios izq.,AP/SET-DLT-3,1,
317.06,122235119,Placa anterolateral distal de Tibia en titanio 19 orificios izq.,AP/SET-DLT-3,1,
317.07,122235121,Placa anterolateral distal de Tibia en titanio 21 orificios izq.,AP/SET-DLT-3,1,
317.08,122235205,Placa anterolateral distal de Tibia en titanio 5 orificios der.,AP/SET-DLT-3,1,
317.09,122235207,Placa anterolateral distal de Tibia en titanio 7 orificios der.,AP/SET-DLT-3,1,
317.1,122235209,Placa anterolateral distal de Tibia en titanio 9 orificios der.,AP/SET-DLT-3,1,
317.11,122235211,Placa anterolateral distal de Tibia en titanio 11 orificios der.,AP/SET-DLT-3,1,
317.12,122235213,Placa anterolateral distal de Tibia en titanio 13 orificios der.,AP/SET-DLT-3,1,
317.13,122235215,Placa anterolateral distal de Tibia en titanio 15 orificios der.,AP/SET-DLT-3,1,
,,Placa anterolateral distal de Tibia en titanio 17 orificios der.,AP/SET-DLT-3,1,
317.14,122235117,Placa anterolateral distal de Tibia en titanio 19 orificios der.,AP/SET-DLT-3,1,
317.01,122235107,Placa anterolateral distal de Tibia en titanio 7 orificios izq.,AP/SET-DLT-4,1,
317.02,122235109,Placa anterolateral distal de Tibia en titanio 9 orificios izq.,AP/SET-DLT-4,1,
317.03,122235111,Placa anterolateral distal de Tibia en titanio 11 orificios izq.,AP/SET-DLT-4,1,
317.04,122235113,Placa anterolateral distal de Tibia en titanio 13 orificios izq.,AP/SET-DLT-4,1,
317.05,122235115,Placa anterolateral distal de Tibia en titanio 15 orificios izq.,AP/SET-DLT-4,1,
317.06,122235119,Placa anterolateral distal de Tibia en titanio 19 orificios izq.,AP/SET-DLT-4,1,
317.07,122235121,Placa anterolateral distal de Tibia en titanio 21 orificios izq.,AP/SET-DLT-4,1,
317.09,122235207,Placa anterolateral distal de Tibia en titanio 7 orificios der.,AP/SET-DLT-4,1,
317.1,122235209,Placa anterolateral distal de Tibia en titanio 9 orificios der.,AP/SET-DLT-4,1,
317.11,122235211,Placa anterolateral distal de Tibia en titanio 11 orificios der.,AP/SET-DLT-4,1,
317.13,122235215,Placa anterolateral distal de Tibia en titanio 15 orificios der.,AP/SET-DLT-4,1,
317.14,122235117,Placa anterolateral distal de Tibia en titanio 19 orificios der.,AP/SET-DLT-4,1,
317.15,122235221,Placa anterolateral distal de Tibia en titanio 21 orificios der.,AP/SET-DLT-4,1,
319.01,122242103,Placa bloqueada distal de Peroné en titanio de 3 orificios izq.,AP/SET-DP-1,1,
319.02,122242104,Placa bloqueada distal de Peroné en titanio de 4 orificios izq.,AP/SET-DP-1,1,
319.03,122242105,Placa bloqueada distal de Peroné en titanio de 5 orificios izq.,AP/SET-DP-1,1,
319.04,122242106,Placa bloqueada distal de Peroné en titanio de 6 orificios izq.,AP/SET-DP-1,1,
319.05,122242107,Placa bloqueada distal de Peroné en titanio de 7 orificios izq.,AP/SET-DP-1,1,
319.06,122242203,Placa bloqueada distal de Peroné en titanio de 3 orificios der.,AP/SET-DP-1,1,
319.07,122242204,Placa bloqueada distal de Peroné en titanio de 4 orificios der.,AP/SET-DP-1,1,
319.08,122242205,Placa bloqueada distal de Peroné en titanio de 5 orificios der.,AP/SET-DP-1,1,
319.09,122242206,Placa bloqueada distal de Peroné en titanio de 6 orificios der.,AP/SET-DP-1,1,
319.1,122242207,Placa bloqueada distal de Peroné en titanio de 7 orificios der.,AP/SET-DP-1,1,
319.01,122242103,Placa bloqueada distal de Peroné en titanio de 3 orificios izq.,AP/SET-DP-2,1,
319.02,122242104,Placa bloqueada distal de Peroné en titanio de 4 orificios izq.,AP/SET-DP-2,1,
319.03,122242105,Placa bloqueada distal de Peroné en titanio de 5 orificios izq.,AP/SET-DP-2,1,
319.04,122242106,Placa bloqueada distal de Peroné en titanio de 6 orificios izq.,AP/SET-DP-2,1,
319.05,122242107,Placa bloqueada distal de Peroné en titanio de 7 orificios izq.,AP/SET-DP-2,1,
319.06,122242203,Placa bloqueada distal de Peroné en titanio de 3 orificios der.,AP/SET-DP-2,1,
319.07,122242204,Placa bloqueada distal de Peroné en titanio de 4 orificios der.,AP/SET-DP-2,1,
319.08,122242205,Placa bloqueada distal de Peroné en titanio de 5 orificios der.,AP/SET-DP-2,1,
319.09,122242206,Placa bloqueada distal de Peroné en titanio de 6 orificios der.,AP/SET-DP-2,1,
319.1,122242207,Placa bloqueada distal de Peroné en titanio de 7 orificios der.,AP/SET-DP-2,1,
319.01,122242103,Placa bloqueada distal de Peroné en titanio de 3 orificios izq.,AP/SET-DP-3,1,
319.02,122242104,Placa bloqueada distal de Peroné en titanio de 4 orificios izq.,AP/SET-DP-3,1,
319.03,122242105,Placa bloqueada distal de Peroné en titanio de 5 orificios izq.,AP/SET-DP-3,1,
319.04,122242106,Placa bloqueada distal de Peroné en titanio de 6 orificios izq.,AP/SET-DP-3,1,
319.05,122242107,Placa bloqueada distal de Peroné en titanio de 7 orificios izq.,AP/SET-DP-3,1,
319.06,122242203,Placa bloqueada distal de Peroné en titanio de 3 orificios der.,AP/SET-DP-3,1,
319.07,122242204,Placa bloqueada distal de Peroné en titanio de 4 orificios der.,AP/SET-DP-3,1,
319.08,122242205,Placa bloqueada distal de Peroné en titanio de 5 orificios der.,AP/SET-DP-3,1,
319.09,122242206,Placa bloqueada distal de Peroné en titanio de 6 orificios der.,AP/SET-DP-3,1,
319.1,122242207,Placa bloqueada distal de Peroné en titanio de 7 orificios der.,AP/SET-DP-3,1,
319.01,122242103,Placa bloqueada distal de Peroné en titanio de 3 orificios izq.,AP/SET-DP-4,1,
319.02,122242104,Placa bloqueada distal de Peroné en titanio de 4 orificios izq.,AP/SET-DP-4,1,
319.03,122242105,Placa bloqueada distal de Peroné en titanio de 5 orificios izq.,AP/SET-DP-4,1,
319.04,122242106,Placa bloqueada distal de Peroné en titanio de 6 orificios izq.,AP/SET-DP-4,1,
319.05,122242107,Placa bloqueada distal de Peroné en titanio de 7 orificios izq.,AP/SET-DP-4,1,
319.06,122242203,Placa bloqueada distal de Peroné en titanio de 3 orificios der.,AP/SET-DP-4,1,
319.07,122242204,Placa bloqueada distal de Peroné en titanio de 4 orificios der.,AP/SET-DP-4,1,
319.08,122242205,Placa bloqueada distal de Peroné en titanio de 5 orificios der.,AP/SET-DP-4,1,
319.09,122242206,Placa bloqueada distal de Peroné en titanio de 6 orificios der.,AP/SET-DP-4,1,
319.1,122242207,Placa bloqueada distal de Peroné en titanio de 7 orificios der.,AP/SET-DP-4,1,
320.01,122247006,Placa bloqueada tercio de tubo 6 orificios ,AP/SET-1/3C-1,1,
320.02,122247007,Placa bloqueada tercio de tubo 7 orificios ,AP/SET-1/3C-1,1,
320.03,122247008,Placa bloqueada tercio de tubo 8 orificios  ,AP/SET-1/3C-1,1,
320.04,122247010,Placa bloqueada tercio de tubo 10 orificios ,AP/SET-1/3C-1,1,
320.05,122247012,Placa bloqueada tercio de tubo 12 orificios ,AP/SET-1/3C-1,1,
320.06,122247014,Placa bloqueada tercio de tubo 14 orificios ,AP/SET-1/3C-1,1,
320.01,122247006,Placa bloqueada tercio de tubo 6 orificios ,AP/SET-1/3C-2,1,
320.02,122247007,Placa bloqueada tercio de tubo 7 orificios ,AP/SET-1/3C-2,1,
320.03,122247008,Placa bloqueada tercio de tubo 8 orificios  ,AP/SET-1/3C-2,1,
320.04,122247010,Placa bloqueada tercio de tubo 10 orificios ,AP/SET-1/3C-2,1,
320.05,122247012,Placa bloqueada tercio de tubo 12 orificios ,AP/SET-1/3C-2,1,
320.06,122247014,Placa bloqueada tercio de tubo 14 orificios ,AP/SET-1/3C-2,1,
320.01,122247006,Placa bloqueada tercio de tubo 6 orificios ,AP/SET-1/3C-3,1,
320.02,122247007,Placa bloqueada tercio de tubo 7 orificios ,AP/SET-1/3C-3,1,
320.03,122247008,Placa bloqueada tercio de tubo 8 orificios  ,AP/SET-1/3C-3,1,
320.04,122247010,Placa bloqueada tercio de tubo 10 orificios ,AP/SET-1/3C-3,1,
320.05,122247012,Placa bloqueada tercio de tubo 12 orificios ,AP/SET-1/3C-3,1,
320.06,122247014,Placa bloqueada tercio de tubo 14 orificios ,AP/SET-1/3C-3,1,
320.01,122247006,Placa bloqueada tercio de tubo 6 orificios ,AP/SET-1/3C-4,1,
320.02,122247007,Placa bloqueada tercio de tubo 7 orificios ,AP/SET-1/3C-4,1,
320.03,122247008,Placa bloqueada tercio de tubo 8 orificios  ,AP/SET-1/3C-4,1,
320.04,122247010,Placa bloqueada tercio de tubo 10 orificios ,AP/SET-1/3C-4,1,
320.05,122247012,Placa bloqueada tercio de tubo 12 orificios ,AP/SET-1/3C-4,1,
320.06,122247014,Placa bloqueada tercio de tubo 14 orificios ,AP/SET-1/3C-4,1,
321.01,122234169,Placa bloqueada de Calcáneo en titanio 15 orificios der.,AP/SET-C-1,1,
321.02,122234269,Placa bloqueada de Calcáneo en titanio 15 orificios izq.,AP/SET-C-1,1,
323.01,132214014,Tornillo de bloqueo en titanio 3.5x14mm,AP/BAN-3.5-1,4,
323.02,132214016,Tornillo de bloqueo en titanio 3.5x16mm,AP/BAN-3.5-1,4,
323.03,132214018,Tornillo de bloqueo en titanio 3.5x18mm,AP/BAN-3.5-1,4,
323.04,132214020,Tornillo de bloqueo en titanio 3.5x20mm,AP/BAN-3.5-1,4,
323.05,132214022,Tornillo de bloqueo en titanio 3.5x22mm,AP/BAN-3.5-1,4,
323.06,132214024,Tornillo de bloqueo en titanio 3.5x24mm,AP/BAN-3.5-1,4,
323.07,132214026,Tornillo de bloqueo en titanio 3.5x26mm,AP/BAN-3.5-1,4,
323.08,132214028,Tornillo de bloqueo en titanio 3.5x28mm,AP/BAN-3.5-1,4,
323.09,132214030,Tornillo de bloqueo en titanio 3.5x30mm,AP/BAN-3.5-1,4,
323.1,132214032,Tornillo de bloqueo en titanio 3.5x32mm,AP/BAN-3.5-1,4,
323.11,132214034,Tornillo de bloqueo en titanio 3.5x34mm,AP/BAN-3.5-1,4,
323.12,132214036,Tornillo de bloqueo en titanio 3.5x36mm,AP/BAN-3.5-1,4,
323.13,132214038,Tornillo de bloqueo en titanio 3.5x38mm,AP/BAN-3.5-1,4,
323.14,132214040,Tornillo de bloqueo en titanio 3.5x40mm,AP/BAN-3.5-1,4,
323.15,132214042,Tornillo de bloqueo en titanio 3.5x42mm,AP/BAN-3.5-1,4,
323.16,132214044,Tornillo de bloqueo en titanio 3.5x44mm,AP/BAN-3.5-1,4,
323.17,132214046,Tornillo de bloqueo en titanio 3.5x46mm,AP/BAN-3.5-1,4,
323.18,132214048,Tornillo de bloqueo en titanio 3.5x48mm,AP/BAN-3.5-1,4,
324.01,132112016,Tornillo Cortical en titanio 3.5x16mm,AP/BAN-3.5-1,2,
324.02,132112018,Tornillo Cortical en titanio 3.5x18mm,AP/BAN-3.5-1,2,
324.03,132112020,Tornillo Cortical en titanio 3.5x20mm,AP/BAN-3.5-1,2,
324.04,132112022,Tornillo Cortical en titanio 3.5x22mm,AP/BAN-3.5-1,2,
324.05,132112024,Tornillo Cortical en titanio 3.5x24mm,AP/BAN-3.5-1,2,
324.06,132112026,Tornillo Cortical en titanio 3.5x26mm,AP/BAN-3.5-1,2,
324.07,132112028,Tornillo Cortical en titanio 3.5x28mm,AP/BAN-3.5-1,2,
324.08,132112030,Tornillo Cortical en titanio 3.5x30mm,AP/BAN-3.5-1,2,
324.09,132112032,Tornillo Cortical en titanio 3.5x32mm,AP/BAN-3.5-1,2,
324.1,132112034,Tornillo Cortical en titanio 3.5x34mm,AP/BAN-3.5-1,2,
324.11,132112036,Tornillo Cortical en titanio 3.5x36mm,AP/BAN-3.5-1,2,
324.12,132112038,Tornillo Cortical en titanio 3.5x38mm,AP/BAN-3.5-1,2,
324.13,132112040,Tornillo Cortical en titanio 3.5x40mm,AP/BAN-3.5-1,2,
324.14,132112042,Tornillo Cortical en titanio 3.5x42mm,AP/BAN-3.5-1,2,
325.01,132117218,Tornillo de Esponjosa en titanio 4.0x18mm,AP/BAN-3.5-1,2,
325.02,132117220,Tornillo de Esponjosa en titanio 4.0x20mm,AP/BAN-3.5-1,2,
325.03,132117222,Tornillo de Esponjosa en titanio 4.0x22mm,AP/BAN-3.5-1,2,
325.04,132117224,Tornillo de Esponjosa en titanio 4.0x24mm,AP/BAN-3.5-1,2,
325.05,132117226,Tornillo de Esponjosa en titanio 4.0x26mm,AP/BAN-3.5-1,2,
325.06,132117228,Tornillo de Esponjosa en titanio 4.0x28mm,AP/BAN-3.5-1,2,
325.07,132117230,Tornillo de Esponjosa en titanio 4.0x30mm,AP/BAN-3.5-1,2,
325.08,132117232,Tornillo de Esponjosa en titanio 4.0x32mm,AP/BAN-3.5-1,2,
325.09,132117234,Tornillo de Esponjosa en titanio 4.0x34mm,AP/BAN-3.5-1,2,
325.1,132117236,Tornillo de Esponjosa en titanio 4.0x36mm,AP/BAN-3.5-1,2,
325.11,132117238,Tornillo de Esponjosa en titanio 4.0x38mm,AP/BAN-3.5-1,2,
325.12,132117240,Tornillo de Esponjosa en titanio 4.0x40mm,AP/BAN-3.5-1,2,
325.13,132117242,Tornillo de Esponjosa en titanio 4.0x42mm,AP/BAN-3.5-1,2,
325.14,132117244,Tornillo de Esponjosa en titanio 4.0x44mm,AP/BAN-3.5-1,2,
325.15,132117246,Tornillo de Esponjosa en titanio 4.0x46mm,AP/BAN-3.5-1,2,
325.16,132117248,Tornillo de Esponjosa en titanio 4.0x48mm,AP/BAN-3.5-1,2,
325.17,132117250,Tornillo de Esponjosa en titanio 4.0x50mm,AP/BAN-3.5-1,2,
325.18,132117252,Tornillo de Esponjosa en titanio 4.0x52mm,AP/BAN-3.5-1,2,
326.01,132115030,Tornillo de Esponjosa de rosca parcial en titanio 4.0x30mm,AP/BAN-3.5-1,2,
326.02,132115032,Tornillo de Esponjosa de rosca parcial en titanio 4.0x32mm,AP/BAN-3.5-1,2,
326.03,132115034,Tornillo de Esponjosa de rosca parcial en titanio 4.0x34mm,AP/BAN-3.5-1,2,
326.04,132115036,Tornillo de Esponjosa de rosca parcial en titanio 4.0x36mm,AP/BAN-3.5-1,2,
326.05,132115038,Tornillo de Esponjosa de rosca parcial en titanio 4.0x38mm,AP/BAN-3.5-1,2,
326.06,132115040,Tornillo de Esponjosa de rosca parcial en titanio 4.0x40mm,AP/BAN-3.5-1,2,
326.07,132115042,Tornillo de Esponjosa de rosca parcial en titanio 4.0x42mm,AP/BAN-3.5-1,2,
326.08,132115044,Tornillo de Esponjosa de rosca parcial en titanio 4.0x44mm,AP/BAN-3.5-1,2,
326.09,132115046,Tornillo de Esponjosa de rosca parcial en titanio 4.0x46mm,AP/BAN-3.5-1,2,
326.1,132115048,Tornillo de Esponjosa de rosca parcial en titanio 4.0x48mm,AP/BAN-3.5-1,2,
326.11,132115050,Tornillo de Esponjosa de rosca parcial en titanio 4.0x50mm,AP/BAN-3.5-1,2,
326.12,132115052,Tornillo de Esponjosa de rosca parcial en titanio 4.0x52mm,AP/BAN-3.5-1,2,
326.13,132115054,Tornillo de Esponjosa de rosca parcial en titanio 4.0x54mm,AP/BAN-3.5-1,2,
326.14,132115056,Tornillo de Esponjosa de rosca parcial en titanio 4.0x56mm,AP/BAN-3.5-1,2,
326.15,132115058,Tornillo de Esponjosa de rosca parcial en titanio 4.0x58mm,AP/BAN-3.5-1,2,
326.16,132115060,Tornillo de Esponjosa de rosca parcial en titanio 4.0x60mm,AP/BAN-3.5-1,2,
323.01,132214014,Tornillo de bloqueo en titanio 3.5x14mm,AP/BAN-3.5-2,4,
323.02,132214016,Tornillo de bloqueo en titanio 3.5x16mm,AP/BAN-3.5-2,4,
323.03,132214018,Tornillo de bloqueo en titanio 3.5x18mm,AP/BAN-3.5-2,4,
323.04,132214020,Tornillo de bloqueo en titanio 3.5x20mm,AP/BAN-3.5-2,4,
323.05,132214022,Tornillo de bloqueo en titanio 3.5x22mm,AP/BAN-3.5-2,4,
323.06,132214024,Tornillo de bloqueo en titanio 3.5x24mm,AP/BAN-3.5-2,4,
323.07,132214026,Tornillo de bloqueo en titanio 3.5x26mm,AP/BAN-3.5-2,4,
323.08,132214028,Tornillo de bloqueo en titanio 3.5x28mm,AP/BAN-3.5-2,4,
323.09,132214030,Tornillo de bloqueo en titanio 3.5x30mm,AP/BAN-3.5-2,4,
323.1,132214032,Tornillo de bloqueo en titanio 3.5x32mm,AP/BAN-3.5-2,4,
323.11,132214034,Tornillo de bloqueo en titanio 3.5x34mm,AP/BAN-3.5-2,4,
323.12,132214036,Tornillo de bloqueo en titanio 3.5x36mm,AP/BAN-3.5-2,4,
323.13,132214038,Tornillo de bloqueo en titanio 3.5x38mm,AP/BAN-3.5-2,4,
323.14,132214040,Tornillo de bloqueo en titanio 3.5x40mm,AP/BAN-3.5-2,4,
323.15,132214042,Tornillo de bloqueo en titanio 3.5x42mm,AP/BAN-3.5-2,4,
323.16,132214044,Tornillo de bloqueo en titanio 3.5x44mm,AP/BAN-3.5-2,4,
323.17,132214046,Tornillo de bloqueo en titanio 3.5x46mm,AP/BAN-3.5-2,4,
323.18,132214048,Tornillo de bloqueo en titanio 3.5x48mm,AP/BAN-3.5-2,4,
324.01,132112016,Tornillo Cortical en titanio 3.5x16mm,AP/BAN-3.5-2,2,
324.02,132112018,Tornillo Cortical en titanio 3.5x18mm,AP/BAN-3.5-2,2,
324.03,132112020,Tornillo Cortical en titanio 3.5x20mm,AP/BAN-3.5-2,2,
324.04,132112022,Tornillo Cortical en titanio 3.5x22mm,AP/BAN-3.5-2,2,
324.05,132112024,Tornillo Cortical en titanio 3.5x24mm,AP/BAN-3.5-2,2,
324.06,132112026,Tornillo Cortical en titanio 3.5x26mm,AP/BAN-3.5-2,2,
324.07,132112028,Tornillo Cortical en titanio 3.5x28mm,AP/BAN-3.5-2,2,
324.08,132112030,Tornillo Cortical en titanio 3.5x30mm,AP/BAN-3.5-2,2,
324.09,132112032,Tornillo Cortical en titanio 3.5x32mm,AP/BAN-3.5-2,2,
324.1,132112034,Tornillo Cortical en titanio 3.5x34mm,AP/BAN-3.5-2,2,
324.11,132112036,Tornillo Cortical en titanio 3.5x36mm,AP/BAN-3.5-2,2,
324.12,132112038,Tornillo Cortical en titanio 3.5x38mm,AP/BAN-3.5-2,2,
324.13,132112040,Tornillo Cortical en titanio 3.5x40mm,AP/BAN-3.5-2,2,
324.14,132112042,Tornillo Cortical en titanio 3.5x42mm,AP/BAN-3.5-2,2,
,,Tornillo Cortical en titanio 3.5x44mm,AP/BAN-3.5-2,1,
,,Tornillo Cortical en titanio 3.5x46mm,AP/BAN-3.5-2,1,
,,Tornillo Cortical en titanio 3.5x50mm,AP/BAN-3.5-2,1,
,,Tornillo Cortical en titanio 3.5x55mm,AP/BAN-3.5-2,1,
,,Tornillo Cortical en titanio 3.5x60mm,AP/BAN-3.5-2,1,
,,Tornillo Cortical en titanio 3.5x70mm,AP/BAN-3.5-2,1,
325.01,132117218,Tornillo de Esponjosa en titanio 4.0x18mm,AP/BAN-3.5-2,2,
325.02,132117220,Tornillo de Esponjosa en titanio 4.0x20mm,AP/BAN-3.5-2,2,
325.03,132117222,Tornillo de Esponjosa en titanio 4.0x22mm,AP/BAN-3.5-2,2,
325.04,132117224,Tornillo de Esponjosa en titanio 4.0x24mm,AP/BAN-3.5-2,2,
325.05,132117226,Tornillo de Esponjosa en titanio 4.0x26mm,AP/BAN-3.5-2,2,
325.06,132117228,Tornillo de Esponjosa en titanio 4.0x28mm,AP/BAN-3.5-2,2,
325.07,132117230,Tornillo de Esponjosa en titanio 4.0x30mm,AP/BAN-3.5-2,2,
325.08,132117232,Tornillo de Esponjosa en titanio 4.0x32mm,AP/BAN-3.5-2,2,
325.09,132117234,Tornillo de Esponjosa en titanio 4.0x34mm,AP/BAN-3.5-2,2,
325.1,132117236,Tornillo de Esponjosa en titanio 4.0x36mm,AP/BAN-3.5-2,2,
325.11,132117238,Tornillo de Esponjosa en titanio 4.0x38mm,AP/BAN-3.5-2,2,
325.12,132117240,Tornillo de Esponjosa en titanio 4.0x40mm,AP/BAN-3.5-2,2,
325.13,132117242,Tornillo de Esponjosa en titanio 4.0x42mm,AP/BAN-3.5-2,2,
325.14,132117244,Tornillo de Esponjosa en titanio 4.0x44mm,AP/BAN-3.5-2,2,
325.15,132117246,Tornillo de Esponjosa en titanio 4.0x46mm,AP/BAN-3.5-2,2,
325.16,132117248,Tornillo de Esponjosa en titanio 4.0x48mm,AP/BAN-3.5-2,2,
325.17,132117250,Tornillo de Esponjosa en titanio 4.0x50mm,AP/BAN-3.5-2,2,
325.18,132117252,Tornillo de Esponjosa en titanio 4.0x52mm,AP/BAN-3.5-2,2,
326.01,132115030,Tornillo de Esponjosa de rosca parcial en titanio 4.0x30mm,AP/BAN-3.5-2,2,
326.02,132115032,Tornillo de Esponjosa de rosca parcial en titanio 4.0x32mm,AP/BAN-3.5-2,2,
326.03,132115034,Tornillo de Esponjosa de rosca parcial en titanio 4.0x34mm,AP/BAN-3.5-2,2,
326.04,132115036,Tornillo de Esponjosa de rosca parcial en titanio 4.0x36mm,AP/BAN-3.5-2,2,
326.05,132115038,Tornillo de Esponjosa de rosca parcial en titanio 4.0x38mm,AP/BAN-3.5-2,2,
326.06,132115040,Tornillo de Esponjosa de rosca parcial en titanio 4.0x40mm,AP/BAN-3.5-2,2,
326.07,132115042,Tornillo de Esponjosa de rosca parcial en titanio 4.0x42mm,AP/BAN-3.5-2,2,
326.08,132115044,Tornillo de Esponjosa de rosca parcial en titanio 4.0x44mm,AP/BAN-3.5-2,2,
326.09,132115046,Tornillo de Esponjosa de rosca parcial en titanio 4.0x46mm,AP/BAN-3.5-2,2,
